name	lat	lon
Lisle, IL	41.801	-88.075
Lockport, IL	41.589	-88.058
Lombard, IL	41.88	-88.008
Loves Park, IL	42.32	-89.058
Lynwood, IL	41.526	-87.539
Lynwood, IL	41.684	-88.394
Machesney Park, IL	42.347	-89.039
Macomb, IL	40.459	-90.672
Manhattan, IL	41.423	-87.986
Mason City, IL	40.202	-89.698
Matteson, IL	41.504	-87.713
Maywood, IL	41.879	-87.843
McHenry, IL	42.333	-88.267
Melrose Park, IL	41.901	-87.857
Milford, IL	40.628	-87.696
Milledgeville, IL	41.963	-89.775
Mokena, IL	41.526	-87.889
Moline, IL	41.507	-90.515
Montgomery, IL	41.731	-88.346
Morton, IL	40.613	-89.459
Morton Grove, IL	42.041	-87.783
Mount Prospect, IL	42.066	-87.937
Mundelein, IL	42.263	-88.004
Naperville, IL	41.786	-88.147
New Lenox, IL	41.512	-87.966
Niles, IL	42.019	-87.803
Normal, IL	40.514	-88.991
North Aurora, IL	41.806	-88.327
North Chicago, IL	42.326	-87.841
North Peoria, IL	40.718	-89.584
Northbrook, IL	42.128	-87.829
Northfield, IL	42.1	-87.781
Oak Forest, IL	41.603	-87.744
Oak Lawn, IL	41.711	-87.758
Oak Park, IL	41.885	-87.784
Oak Ridge, IL	40.811	-89.438
Oregon, IL	42.015	-89.332
Orland Park, IL	41.63	-87.854
Oswego, IL	41.683	-88.351
Ottawa, IL	41.346	-88.843
Palatine, IL	42.11	-88.034
Palos Hills, IL	41.697	-87.817
Park Forest, IL	41.491	-87.674
Park Ridge, IL	42.011	-87.841
Pekin, IL	40.568	-89.641
Peoria, IL	40.694	-89.589
Phoenix, IL	41.611	-87.635
Plainfield, IL	41.627	-88.204
Pontiac, IL	40.881	-88.63
Princeton, IL	41.368	-89.465
Prospect Heights, IL	42.095	-87.938
Richmond, IL	42.476	-88.306
Richmond, IL	40.361	-89.369
Riverdale, IL	41.633	-87.633
Riverside, IL	41.835	-87.823
Rock Island, IL	41.509	-90.579
Rockford, IL	42.271	-89.094
Rolling Meadows, IL	42.084	-88.013
Rome, IL	40.883	-89.503
Romeoville, IL	41.648	-88.09
Roselle, IL	41.985	-88.08
Rosemont, IL	41.995	-87.885
Rossville, IL	40.379	-87.669
Round Lake, IL	42.353	-88.093
Round Lake Beach, IL	42.372	-88.09
Saint Charles, IL	41.914	-88.309
Saint Joseph, IL	40.112	-88.042
Schaumburg, IL	42.033	-88.083
Sheridan, IL	41.53	-88.68
Shorewood, IL	41.52	-88.202
Sidney, IL	40.025	-88.073
Skokie, IL	42.033	-87.733
South Elgin, IL	41.994	-88.292
South Holland, IL	41.601	-87.607
Spring Valley, IL	41.328	-89.2
Sterling, IL	41.789	-89.696
Stockton, IL	42.35	-90.007
Streamwood, IL	42.026	-88.178
Summit, IL	41.788	-87.81
Sycamore, IL	41.989	-88.687
Thornton, IL	41.568	-87.608
Tinley Park, IL	41.573	-87.784
University Park, 	41.592	-87.685
Urbana, IL	40.111	-88.207
Vernon Hills, IL	42.218	-87.965
Villa Park, IL	41.89	-87.989
Wadsworth, IL	42.429	-87.924
Warren, IL	42.496	-89.99
Washington, IL	40.704	-89.407
Watertown, IL	41.985	-89.295
Waukegan, IL	42.364	-87.845
Wayne, IL	41.951	-88.242
West Chicago, IL	41.885	-88.204
Westchester, IL	41.851	-87.882
Westmont, IL	41.796	-87.976
Wheaton, IL	41.866	-88.107
Wheeling, IL	42.139	-87.929
Willowbrook, IL	41.77	-87.936
Willowbrook, IL	41.458	-87.536
Wilmette, IL	42.072	-87.723
Wilmington, IL	41.308	-88.147
Wilton, IL	41.379	-87.934
Woodridge, IL	41.747	-88.05
Woodstock, IL	42.315	-88.449
Wyoming, IL	41.062	-89.773
Yorkville, IL	41.641	-88.447
Zion, IL	42.446	-87.833
Aberdeen, IN	41.439	-87.111
Akron, IN	41.038	-86.028
Albany, IN	40.301	-85.242
Alexandria, IN	40.263	-85.676
Anderson, IN	40.105	-85.68
Arcadia, IN	40.176	-86.022
Ardmore, IN	41.689	-86.318
Auburn, IN	41.367	-85.059
Battle Ground, IN	40.508	-86.842
Bristol, IN	41.721	-85.817
Chesterfield, IN	40.113	-85.597
Cicero, IN	40.124	-86.013
Converse, IN	40.578	-85.873
Covington, IN	40.142	-87.395
Crawfordsville, IN	40.041	-86.874
Crown Point, IN	41.417	-87.365
Dayton, IN	40.374	-86.769
Decatur, IN	40.831	-84.929
Dyer, IN	41.494	-87.522
East Chicago, IN	41.639	-87.455
Edgewood, IN	40.103	-85.734
Elkhart, IN	41.682	-85.977
Fort Wayne, IN	41.131	-85.129
Frankfort, IN	40.279	-86.511
Fremont, IN	41.731	-84.933
Galveston, IN	40.579	-86.19
Gary, IN	41.593	-87.346
Geneva, IN	40.592	-84.957
Georgetown, IN	40.741	-86.505
Georgetown, IN	41.729	-86.228
Goshen, IN	41.582	-85.834
Granger, IN	41.748	-86.126
Griffith, IN	41.528	-87.424
Hamilton, IN	41.534	-84.913
Hammond, IN	41.583	-87.5
Highland, IN	41.554	-87.452
Hobart, IN	41.532	-87.255
Huntington, IN	40.883	-85.497
Jonesboro, IN	40.48	-85.628
Kokomo, IN	40.486	-86.134
LaPorte, IN	41.611	-86.723
Lafayette, IN	40.417	-86.875
Lebanon, IN	40.048	-86.469
Logansport, IN	40.754	-86.357
Long Beach, IN	41.739	-86.857
Lowell, IN	41.291	-87.421
Lynn, IN	40.05	-84.94
Marion, IN	40.558	-85.659
Merrillville, IN	41.483	-87.333
Michigan City, IN	41.708	-86.895
Middletown, IN	40.057	-85.537
Milford, IN	41.41	-85.846
Mishawaka, IN	41.662	-86.159
Monroeville, IN	40.975	-84.868
Mount Vernon, IN	40.669	-85.824
Muncie, IN	40.193	-85.386
Munster, IN	41.564	-87.513
Noblesville, IN	40.046	-86.009
Ontario, IN	41.702	-85.382
Oxford, IN	40.52	-87.248
Plymouth, IN	41.344	-86.31
Portage, IN	41.576	-87.176
Portland, IN	40.434	-84.978
Rochester, IN	41.065	-86.216
Rossville, IN	40.417	-86.595
Schererville, IN	41.479	-87.455
Sheridan, IN	40.135	-86.221
South Bend, IN	41.683	-86.25
Steubenville, IN	41.532	-85.023
Summit, IN	40.417	-86.929
Syracuse, IN	41.428	-85.752
Topeka, IN	41.539	-85.54
Union City, IN	40.202	-84.809
Upland, IN	40.476	-85.494
Valparaiso, IN	41.473	-87.061
Warren, IN	40.683	-85.427
Waterloo, IN	41.432	-85.02
West Lafayette, IN	40.426	-86.908
Westfield, IN	40.043	-86.127
Williamsport, IN	40.288	-87.294
Winchester, IN	40.172	-84.981
Wolcott, IN	40.758	-87.042
Woodburn, IN	41.125	-84.853
Abington, MA	42.105	-70.945
Acton, MA	42.485	-71.433
Agawam, MA	42.07	-72.615
Amesbury, MA	42.858	-70.93
Amherst Center, MA	42.375	-72.519
Andover, MA	42.658	-71.137
Arlington, MA	42.415	-71.156
Ashland, MA	42.261	-71.463
Attleboro, MA	41.945	-71.286
Auburn, MA	42.195	-71.836
Avon, MA	42.131	-71.041
Barnstable, MA	41.7	-70.299
Bedford, MA	42.491	-71.276
Bellingham, MA	42.087	-71.475
Belmont, MA	42.396	-71.179
Beverly, MA	42.558	-70.88
Beverly Cove, MA	42.553	-70.854
Billerica, MA	42.558	-71.269
Boston, MA	42.358	-71.06
Bridgewater, MA	41.99	-70.975
Brockton, MA	42.083	-71.018
Brookline, MA	42.332	-71.121
Burlington, MA	42.505	-71.196
Cambridge, MA	42.375	-71.106
Canton, MA	42.158	-71.145
Carlisle, MA	42.529	-71.35
Centerville, MA	41.649	-70.348
Chelmsford, MA	42.6	-71.367
Chelsea, MA	42.392	-71.033
Chesterfield, MA	42.392	-72.84
Chicopee, MA	42.173	-72.595
Clinton, MA	42.417	-71.683
Concord, MA	42.46	-71.349
Conway, MA	42.51	-72.7
Dalton, MA	42.474	-73.166
Danvers, MA	42.575	-70.93
Dedham, MA	42.242	-71.166
Douglas, MA	42.054	-71.74
Dover, MA	42.246	-71.283
Dracut, MA	42.67	-71.302
East Longmeadow, MA	42.065	-72.513
Easthampton, MA	42.267	-72.669
Easton, MA	42.025	-71.129
Essex, MA	42.632	-70.783
Everett, MA	42.408	-71.054
Fairhaven, MA	41.638	-70.904
Fall River, MA	41.701	-71.155
Fitchburg, MA	42.583	-71.802
Framingham, MA	42.279	-71.416
Framingham Center, MA	42.297	-71.437
Franklin, MA	42.083	-71.397
Gardner, MA	42.575	-71.998
Gloucester, MA	42.616	-70.662
Grafton, MA	42.207	-71.686
Greenfield, MA	42.588	-72.6
Hanover, MA	42.113	-70.812
Haverhill, MA	42.776	-71.077
Hinsdale, MA	42.439	-73.125
Holbrook, MA	42.155	-71.009
Holden, MA	42.352	-71.863
Holland, MA	42.064	-72.157
Holyoke, MA	42.204	-72.616
Hudson, MA	42.392	-71.566
Jamaica Plain, MA	42.31	-71.12
Kingston, MA	41.995	-70.724
Lancaster, MA	42.456	-71.673
Lawrence, MA	42.707	-71.163
Leominster, MA	42.525	-71.76
Lexington, MA	42.447	-71.225
Lincoln, MA	42.426	-71.304
Longmeadow, MA	42.05	-72.583
Lowell, MA	42.633	-71.316
Ludlow, MA	42.16	-72.476
Lynn, MA	42.467	-70.949
Malden, MA	42.425	-71.066
Mansfield, MA	42.033	-71.219
Marblehead, MA	42.5	-70.858
Marion, MA	41.7	-70.763
Marlborough, MA	42.349	-71.545
Marshfield, MA	42.092	-70.706
Medford, MA	42.418	-71.106
Melrose, MA	42.458	-71.066
Methuen, MA	42.726	-71.191
Middleton, MA	42.595	-71.016
Milford, MA	42.14	-71.516
Millville, MA	42.028	-71.581
Milton, MA	42.25	-71.066
Natick, MA	42.283	-71.35
Needham, MA	42.283	-71.233
New Bedford, MA	41.636	-70.934
Newburyport, MA	42.813	-70.877
Newton, MA	42.337	-71.209
Norfolk, MA	42.12	-71.325
North Chicopee, MA	42.183	-72.6
Northampton, MA	42.325	-72.641
Northfield, MA	42.696	-72.453
Norton, MA	41.967	-71.187
Norwood, MA	42.195	-71.2
Orange, MA	42.59	-72.31
Oxford, MA	42.117	-71.865
Palmer, MA	42.158	-72.329
Peabody, MA	42.528	-70.929
Pelham, MA	42.393	-72.404
Pittsfield, MA	42.45	-73.245
Plymouth, MA	41.958	-70.667
Princeton, MA	42.449	-71.877
Quincy, MA	42.253	-71.002
Randolph, MA	42.163	-71.041
Reading, MA	42.526	-71.095
Richmond, MA	42.373	-73.368
Rochester, MA	41.732	-70.82
Rockland, MA	42.131	-70.916
Rutland, MA	42.37	-71.948
Salem, MA	42.52	-70.897
Salisbury, MA	42.842	-70.861
Saugus, MA	42.465	-71.01
Shirley, MA	42.544	-71.65
Shrewsbury, MA	42.296	-71.713
Somerset, MA	41.77	-71.129
Somerville, MA	42.388	-71.1
South Boston, MA	42.333	-71.049
South Hadley, MA	42.258	-72.575
South Peabody, MA	42.51	-70.949
Southbridge, MA	42.075	-72.033
Springfield, MA	42.101	-72.59
Sterling, MA	42.438	-71.761
Stockbridge, MA	42.288	-73.32
Stoneham, MA	42.48	-71.1
Stoughton, MA	42.125	-71.102
Stow, MA	42.437	-71.506
Sudbury, MA	42.383	-71.416
Swansea, MA	41.748	-71.19
Taunton, MA	41.9	-71.09
Tewksbury, MA	42.611	-71.234
Wakefield, MA	42.506	-71.073
Waltham, MA	42.376	-71.236
Warren, MA	42.213	-72.191
Watertown, MA	42.371	-71.183
Wellesley, MA	42.296	-71.293
West Springfield, MA	42.107	-72.62
Westfield, MA	42.125	-72.75
Westford, MA	42.579	-71.438
Westminster, MA	42.546	-71.911
Weston, MA	42.367	-71.303
Weymouth, MA	42.221	-70.94
Williamstown, MA	42.712	-73.204
Wilmington, MA	42.546	-71.174
Winchester, MA	42.452	-71.137
Winthrop, MA	42.375	-70.983
Woburn, MA	42.479	-71.152
Worcester, MA	42.263	-71.802
Yarmouth, MA	41.706	-70.229
Acton, ME	43.534	-70.91
Addison, ME	44.618	-67.744
Appleton, ME	44.289	-69.251
Auburn, ME	44.098	-70.231
Augusta, ME	44.311	-69.779
Bangor, ME	44.801	-68.778
Benton, ME	44.586	-69.551
Biddeford, ME	43.493	-70.453
Bradley, ME	44.921	-68.628
Bristol, ME	43.958	-69.509
Brunswick, ME	43.915	-69.965
Camden, ME	44.21	-69.065
Canton, ME	44.441	-70.315
Charleston, ME	45.085	-69.041
Chelsea, ME	44.25	-69.717
Cleveland, ME	47.26	-68.259
Clinton, ME	44.638	-69.503
Dedham, ME	44.692	-68.662
Easton, ME	46.641	-67.909
Fairfield, ME	44.588	-69.599
Farmington, ME	44.671	-70.151
Frankfort, ME	44.61	-68.877
Franklin, ME	44.587	-68.232
Freeport, ME	43.857	-70.103
Garland, ME	45.038	-69.16
Greenville, ME	45.459	-69.591
Harrison, ME	44.11	-70.679
Holden, ME	44.753	-68.679
Hudson, ME	45.001	-68.881
Lebanon, ME	43.395	-70.851
Lewiston, ME	44.1	-70.215
Limerick, ME	43.688	-70.794
Lincoln, ME	45.362	-68.505
Littleton, ME	46.231	-67.841
Madison, ME	44.798	-69.88
Manchester, ME	44.325	-69.86
Milford, ME	44.946	-68.644
Minot, ME	44.086	-70.32
Mount Vernon, ME	44.501	-69.988
Newport, ME	44.835	-69.274
Northport, ME	44.338	-68.961
Oakland, ME	44.54	-69.722
Oxford, ME	44.132	-70.493
Pittsfield, ME	44.783	-69.383
Plymouth, ME	44.767	-69.21
Portland, ME	43.661	-70.255
Randolph, ME	44.23	-69.767
Richmond, ME	44.087	-69.799
Rome, ME	44.585	-69.869
Saco, ME	43.501	-70.443
Saint George, ME	44.016	-69.199
Sanford, ME	43.439	-70.774
Sidney, ME	44.413	-69.729
South Portland, ME	43.641	-70.241
South Portland Gardens, ME	43.639	-70.315
Sugar Hill, ME	46.436	-67.802
Trenton, ME	44.439	-68.37
Troy, ME	44.665	-69.241
Van Buren, ME	47.157	-67.935
Warren, ME	44.12	-69.24
Washington, ME	44.274	-69.367
Waterville, ME	44.552	-69.632
Wayne, ME	44.349	-70.066
West Scarborough, ME	43.57	-70.388
Westbrook, ME	43.677	-70.371
Wilton, ME	44.593	-70.228
Windsor, ME	44.311	-69.581
Winthrop, ME	44.305	-69.977
Yarmouth, ME	43.801	-70.187
Adrian, MI	41.898	-84.037
Allen Park, MI	42.258	-83.211
Allendale, MI	42.972	-85.954
Ann Arbor, MI	42.278	-83.741
Athens, MI	42.089	-85.235
Atlanta, MI	45.005	-84.144
Auburn, MI	43.603	-84.07
Auburn Hills, MI	42.688	-83.234
Avondale, MI	44.016	-85.227
Baldwin, MI	43.901	-85.852
Bangor, MI	42.313	-86.113
Battle Creek, MI	42.321	-85.18
Bay City, MI	43.594	-83.889
Beaverton, MI	43.882	-84.485
Bellaire, MI	44.98	-85.211
Belleville, MI	42.205	-83.485
Bellevue, MI	42.443	-85.018
Bessemer, MI	46.481	-90.053
Beverly Hills, MI	42.524	-83.223
Birmingham, MI	42.547	-83.211
Bridgeport, MI	43.359	-83.882
Brighton, MI	42.529	-83.78
Brooklyn, MI	42.106	-84.248
Burton, MI	42.999	-83.616
Caledonia, MI	42.789	-85.517
Canton, MI	42.309	-83.482
Carrollton, MI	43.459	-83.93
Carson City, MI	43.177	-84.846
Charlotte, MI	42.564	-84.836
Chelsea, MI	42.318	-84.02
Clinton, MI	42.072	-83.972
Concord, MI	42.178	-84.643
Crystal, MI	43.263	-84.915
Dearborn, MI	42.322	-83.176
Dearborn Heights, MI	42.337	-83.273
Decatur, MI	42.108	-85.974
Denton, MI	42.258	-83.524
Detroit, MI	42.331	-83.046
Douglas, MI	42.643	-86.201
Eagle River, MI	47.414	-88.296
East Lansing, MI	42.737	-84.484
Eastpointe, MI	42.468	-82.955
Eugene, MI	43.292	-84.707
Farmington, MI	42.464	-83.376
Farmington Hills, MI	42.485	-83.377
Ferndale, MI	42.461	-83.135
Flint, MI	43.013	-83.687
Forest Hills, MI	42.959	-85.49
Frankfort, MI	44.634	-86.235
Franklin, MI	42.522	-83.306
Fremont, MI	43.468	-85.942
Galesburg, MI	42.289	-85.418
Garden City, MI	42.326	-83.331
Gladstone, MI	45.853	-87.022
Grand Rapids, MI	42.963	-85.668
Grandville, MI	42.91	-85.763
Greenville, MI	43.178	-85.253
Grosse Pointe Woods, MI	42.444	-82.907
Hamtramck, MI	42.393	-83.05
Harrison, MI	44.019	-84.799
Harvey, MI	46.495	-87.354
Haslett, MI	42.747	-84.401
Hastings, MI	42.646	-85.291
Hazel Park, MI	42.463	-83.104
Highland Park, MI	42.406	-83.097
Holland, MI	42.788	-86.109
Holt, MI	42.641	-84.515
Hudson, MI	41.855	-84.354
Iron River, MI	46.093	-88.642
Ithaca, MI	43.292	-84.607
Jackson, MI	42.246	-84.401
Jenison, MI	42.907	-85.792
Kalamazoo, MI	42.292	-85.587
Kentwood, MI	42.869	-85.645
Lansing, MI	42.733	-84.556
Lawton, MI	42.167	-85.847
Lewiston, MI	44.884	-84.306
Lexington, MI	43.268	-82.531
Lincoln Park, MI	42.251	-83.179
Linden, MI	42.814	-83.782
Livonia, MI	42.368	-83.353
Lowell, MI	42.934	-85.342
Madison Heights, MI	42.486	-83.105
Manchester, MI	42.15	-84.038
Marquette, MI	46.544	-87.395
Marysville, MI	42.913	-82.487
Mason, MI	42.579	-84.444
Memphis, MI	42.896	-82.769
Midland, MI	43.616	-84.247
Milford, MI	42.594	-83.599
Monroe, MI	41.916	-83.398
Montrose, MI	43.177	-83.893
Mount Clemens, MI	42.597	-82.878
Mount Pleasant, MI	43.598	-84.768
Muskegon, MI	43.234	-86.248
Nashville, MI	42.603	-85.093
Niles, MI	41.83	-86.254
Norton Shores, MI	43.169	-86.264
Novi, MI	42.481	-83.475
Oak Park, MI	42.459	-83.183
Oak Ridge, MI	46.289	-84.21
Okemos, MI	42.722	-84.427
Owosso, MI	42.998	-84.177
Oxford, MI	42.825	-83.265
Plymouth, MI	42.371	-83.47
Pontiac, MI	42.639	-83.291
Port Huron, MI	42.971	-82.425
Portage, MI	42.201	-85.58
Portland, MI	42.869	-84.903
Quincy, MI	41.944	-84.884
Rapid City, MI	44.834	-85.283
Reading, MI	41.839	-84.748
Redford, MI	42.383	-83.297
Richmond, MI	42.809	-82.756
Riverview, MI	42.174	-83.179
Rochester, MI	42.681	-83.134
Rochester Hills, MI	42.658	-83.15
Rockford, MI	43.12	-85.56
Romulus, MI	42.222	-83.397
Roseville, MI	42.497	-82.937
Royal Oak, MI	42.489	-83.145
Saginaw, MI	43.419	-83.951
Saint Charles, MI	43.297	-84.141
Saint Joseph, MI	42.11	-86.48
Sandusky, MI	43.42	-82.83
Shelby, MI	42.671	-83.033
Shelby, MI	43.609	-86.364
Southfield, MI	42.473	-83.222
Southgate, MI	42.214	-83.194
Springfield, MI	42.326	-85.239
Saint Clair Shores, MI	42.497	-82.889
Stanton, MI	43.293	-85.081
Sterling Heights, MI	42.58	-83.03
Stockbridge, MI	42.451	-84.181
Taylor, MI	42.241	-83.27
Trenton, MI	42.139	-83.178
Troy, MI	42.606	-83.15
Union City, MI	42.067	-85.136
Utica, MI	42.626	-83.034
Vicksburg, MI	42.12	-85.533
Wakefield, MI	46.475	-89.94
Walker, MI	43.001	-85.768
Warren, MI	42.478	-83.028
Waterford, MI	42.702	-83.403
Waverly, MI	42.739	-84.621
Wayne, MI	42.281	-83.386
Westland, MI	42.324	-83.4
Whitehall, MI	43.41	-86.349
Wyandotte, MI	42.214	-83.15
Wyoming, MI	42.913	-85.705
Ypsilanti, MI	42.241	-83.613
Ada, MN	47.3	-96.515
Adrian, MN	43.635	-95.933
Albany, MN	45.63	-94.57
Albert Lea, MN	43.648	-93.368
Alexandria, MN	45.885	-95.378
Andover, MN	45.233	-93.291
Anoka, MN	45.198	-93.387
Apple Valley, MN	44.732	-93.218
Appleton, MN	45.197	-96.02
Arlington, MN	44.608	-94.081
Arnold, MN	46.88	-92.09
Atwater, MN	45.139	-94.778
Aurora, MN	47.53	-92.237
Austin, MN	43.667	-92.975
Avon, MN	45.609	-94.452
Blaine, MN	45.161	-93.235
Bloomington, MN	44.841	-93.298
Brooklyn Center, MN	45.076	-93.333
Brooklyn Park, MN	45.094	-93.356
Buffalo, MN	45.172	-93.875
Burnsville, MN	44.768	-93.278
Caledonia, MN	43.635	-91.497
Cambridge, MN	45.573	-93.224
Canby, MN	44.709	-96.276
Centerville, MN	45.163	-93.056
Champlin, MN	45.189	-93.397
Chanhassen, MN	44.862	-93.531
Chaska, MN	44.789	-93.602
Chester, MN	44.007	-92.345
Clearwater, MN	45.419	-94.049
Clinton, MN	45.46	-96.434
Columbia Heights, MN	45.041	-93.263
Coon Rapids, MN	45.12	-93.288
Corcoran, MN	45.095	-93.547
Cottage Grove, MN	44.828	-92.944
Crystal, MN	45.033	-93.36
Dayton, MN	45.244	-93.515
Delano, MN	45.042	-93.789
Duluth, MN	46.783	-92.107
Eagan, MN	44.804	-93.167
Eden Prairie, MN	44.855	-93.471
Edina, MN	44.89	-93.35
Elgin, MN	44.13	-92.252
Elk River, MN	45.304	-93.567
Faribault, MN	44.295	-93.269
Farmington, MN	44.64	-93.144
Forest Lake, MN	45.279	-92.985
Fridley, MN	45.086	-93.263
Gilbert, MN	47.489	-92.465
Golden Valley, MN	45.01	-93.349
Grand Rapids, MN	47.237	-93.53
Greenfield, MN	45.103	-93.691
Ham Lake, MN	45.25	-93.25
Hanover, MN	45.156	-93.666
Hastings, MN	44.743	-92.852
Hibbing, MN	47.427	-92.938
Hopkins, MN	44.925	-93.463
Hutchinson, MN	44.888	-94.37
Independence, MN	45.025	-93.707
Inver Grove Heights, MN	44.848	-93.043
Jackson, MN	43.621	-94.989
Janesville, MN	44.116	-93.708
Lake Shore, MN	46.486	-94.361
Lakeland, MN	44.956	-92.766
Lakeville, MN	44.65	-93.243
Lewiston, MN	43.984	-91.869
Lexington, MN	45.142	-93.163
Lino Lakes, MN	45.16	-93.089
Little Rock, MN	47.868	-95.111
Madison, MN	45.01	-96.196
Mankato, MN	44.164	-93.999
Maple Grove, MN	45.072	-93.456
Maplewood, MN	44.953	-92.995
Medford, MN	44.174	-93.246
Medina, MN	45.035	-93.582
Melrose, MN	45.675	-94.808
Minneapolis, MN	44.98	-93.264
Minnetonka, MN	44.913	-93.503
Minnetonka Mills, MN	44.941	-93.442
Montgomery, MN	44.439	-93.581
Montrose, MN	45.065	-93.911
Moorhead, MN	46.874	-96.768
New Brighton, MN	45.066	-93.202
New Hope, MN	45.038	-93.387
Newport, MN	44.866	-93.0
Northfield, MN	44.458	-93.162
Oak Grove, MN	45.341	-93.327
Oakdale, MN	44.963	-92.965
Owatonna, MN	44.084	-93.226
Parkville, MN	47.531	-92.579
Plainview, MN	44.165	-92.172
Plymouth, MN	45.011	-93.456
Princeton, MN	45.57	-93.582
Prior Lake, MN	44.713	-93.423
Ramsey, MN	45.261	-93.45
Red Wing, MN	44.562	-92.534
Richfield, MN	44.883	-93.283
Richmond, MN	45.454	-94.518
Rochester, MN	44.022	-92.47
Rockford, MN	45.088	-93.734
Rockville, MN	45.472	-94.341
Rogers, MN	45.189	-93.553
Rosemount, MN	44.739	-93.126
Roseville, MN	45.006	-93.157
Round Lake, MN	43.541	-95.468
Saint Charles, MN	43.969	-92.064
Saint Cloud, MN	45.561	-94.162
Saint Joseph, MN	45.565	-94.318
Saint Louis Park, MN	44.948	-93.348
Saint Michael, MN	45.21	-93.665
Saint Paul, MN	44.944	-93.093
Sartell, MN	45.622	-94.207
Savage, MN	44.779	-93.336
Shakopee, MN	44.798	-93.527
Shoreview, MN	45.079	-93.147
Shorewood, MN	44.901	-93.589
South Saint Paul, MN	44.893	-93.035
Spring Valley, MN	43.687	-92.389
Springfield, MN	44.239	-94.976
Stanton, MN	44.472	-93.023
Stillwater, MN	45.056	-92.806
Taunton, MN	44.594	-96.066
Tracy, MN	44.233	-95.619
Vineland, MN	46.164	-93.757
Walker, MN	47.101	-94.587
Warren, MN	48.197	-96.773
Watertown, MN	44.964	-93.847
Waterville, MN	44.219	-93.568
Waverly, MN	45.067	-93.966
West Coon Rapids, MN	45.16	-93.35
West Saint Paul, MN	44.916	-93.102
Wheaton, MN	45.804	-96.499
White Bear Lake, MN	45.085	-93.01
Willmar, MN	45.122	-95.043
Winona, MN	44.05	-91.639
Winthrop, MN	44.543	-94.366
Woodbury, MN	44.924	-92.959
Wyoming, MN	45.336	-92.997
Albany, MO	40.249	-94.331
Bethany, MO	40.268	-94.028
Canton, MO	40.125	-91.625
Kirksville, MO	40.195	-92.583
Lancaster, MO	40.521	-92.528
Maryville, MO	40.346	-94.872
Memphis, MO	40.458	-92.171
Princeton, MO	40.401	-93.58
Terre Haute, MO	40.439	-93.234
Trenton, MO	40.079	-93.617
Fargo, ND	46.877	-96.79
Grafton, ND	48.412	-97.411
Grand Forks, ND	47.925	-97.033
Harvey, ND	47.77	-99.935
Hillsboro, ND	47.404	-97.062
Jamestown, ND	46.911	-98.708
Rolla, ND	48.858	-99.618
West Fargo, ND	46.875	-96.9
Arlington, NE	41.452	-96.351
Ashland, NE	41.039	-96.368
Auburn, NE	40.393	-95.839
Aurora, NE	40.867	-98.004
Bartlett, NE	41.885	-98.552
Battle Creek, NE	41.999	-97.598
Bellevue, NE	41.137	-95.891
Bloomfield, NE	42.599	-97.646
Butte, NE	42.911	-98.849
Columbus, NE	41.43	-97.368
Eagle, NE	40.817	-96.43
Franklin, NE	40.096	-98.953
Fremont, NE	41.433	-96.498
Fullerton, NE	41.363	-97.969
Geneva, NE	40.527	-97.596
Grand Island, NE	40.925	-98.342
Greeley, NE	41.549	-98.531
Gretna, NE	41.141	-96.24
Hastings, NE	40.586	-98.388
Kearney, NE	40.699	-99.081
La Vista, NE	41.184	-96.031
Lexington, NE	40.781	-99.742
Lincoln, NE	40.8	-96.667
Louisville, NE	40.998	-96.162
Madison, NE	41.828	-97.455
Milford, NE	40.774	-97.051
Norfolk, NE	42.028	-97.417
Oakland, NE	41.836	-96.467
Omaha, NE	41.259	-95.938
Palmer, NE	41.222	-98.257
Papillion, NE	41.154	-96.042
Plainview, NE	42.35	-97.792
Rosemont, NE	40.287	-98.364
Saint Paul, NE	41.215	-98.458
Springfield, NE	41.082	-96.134
Stanton, NE	41.95	-97.224
Superior, NE	40.021	-98.07
Syracuse, NE	40.657	-96.186
Taylor, NE	41.77	-99.379
Wakefield, NE	42.269	-96.865
Waverly, NE	40.917	-96.528
Wayne, NE	42.231	-97.018
York, NE	40.868	-97.592
Albany, NH	43.958	-71.168
Alexandria, NH	43.611	-71.793
Andover, NH	43.437	-71.823
Ashland, NH	43.695	-71.631
Auburn, NH	43.005	-71.348
Barrington, NH	43.223	-71.047
Bedford, NH	42.946	-71.516
Belmont, NH	43.445	-71.478
Brentwood, NH	42.979	-71.073
Bridgewater, NH	43.638	-71.736
Bristol, NH	43.591	-71.737
Brookline, NH	42.735	-71.658
Chester, NH	42.957	-71.257
Chesterfield, NH	42.887	-72.47
Claremont, NH	43.377	-72.347
Concord, NH	43.208	-71.538
Conway, NH	43.979	-71.12
Danville, NH	42.913	-71.124
Deerfield, NH	44.231	-71.617
Derry, NH	42.881	-71.327
Derry Village, NH	42.892	-71.312
Dover, NH	43.198	-70.874
Dublin, NH	42.908	-72.063
Durham, NH	43.134	-70.926
East Concord, NH	43.242	-71.538
Farmington, NH	43.39	-71.065
Franklin, NH	43.444	-71.647
Fremont, NH	42.991	-71.143
Grafton, NH	43.559	-71.944
Greenfield, NH	42.951	-71.872
Greenville, NH	42.767	-71.812
Hanover, NH	43.702	-72.29
Haverhill, NH	44.035	-72.064
Hillsboro, 	43.115	-71.895
Hinsdale, NH	42.786	-72.486
Hudson, NH	42.765	-71.44
Keene, NH	42.934	-72.278
Kingston, NH	42.936	-71.053
